fecha|hora|pais|operadora|vuelo_numero|ruta|tipo_aeronave|registro_aeronave|abordo|pasajeros|tripulantes|bajas|bajas_pasajeros|bajas_tripulacion|bajas_tierra|Descripcion|country
1973-05-18|09:38|USSR|Aeroflot|109|Moscow  Chita|Tupolev||81|72|9|81|72|9|0|The aircraft broke up at FL 300 Detonation of a bomb in the cabin being carried by a hijacker|
1973-05-19|15:00|Cambodia|Cambodia Air||Svay Rieng  Phnom Penh|McDonnell Douglas||11|9|2|11|9|2|0|Crashed shortly after taking off after being hit by ground fire|
1973-05-29|nan|Canada|Air Gasp|||McDonnell Douglas||4|1|3|4|1|3|0|the crew failed to realize their altitude was too low when the plane struck a tree and crashed 5 km southeast of Rimouski|
1973-05-31|21:58|India|Indian Airlines|440|Madras  Delhi|Boeing||65|58|7|48|43|5|0|The plane crashed and caught fire after hitting power lines during a landing attempt The landing was made despite visibility below minima Crew error|
1973-06-01|07:20|Brazil|Cruzeiro||Belem  Sao Luis|Sud Aviation||23|16|7|23|16|7|0|While on a goaround the aircraft attained a nose up attitude stalled and crashed Loss of power in the No1 engine at a critical stage of the landing|
1973-06-03|15:29|France|Aeroflot||Demonstration|Tupolev||6|0|6|6|0|6|8|During a steep climb at an airshow the airplane was observed to level off very abruptly and then begin a dive The plane broke apart and exploded before crashing into a residential area killing 8 people and seriously injuring 60 others The pilot possibly startled by a close encounter with a Mirage jet photographing the TU144 overreacted causing a compressor stall The aircraft then went into a dive and broke apart after the aircrafts design capacity was exceeded|
1973-06-09|nan|Brazil|Varig|||Boeing||4|0|4|2|0|2|0|The cargo plane was making an instrument approach to Runway 14 with the speed brake lever at 45 degrees and inboard spoilers deactivated when it was noted that the spoiler switch cover was open The captain or copilot then closed the spoiler switch cover and activated the inboard spoiler causing the aircraft to pitch down The plane descended from a height of about 70 meters and struck approach lights|
1973-06-20|22:47|Mexico|Aeromexico||Houston  Monterrey  Puerto Vallarta  Mexico City|McDonnell Douglas||27|22|5|27|22|5|0|The aircraft hit high ground during an approach 32 kms from the airport|
1973-06-30|13:39|Jordan|Aeroflot|SU-512|Amman Jordan  Beirut Lebanon  Yerevan Armenia|Tupolev||85|78|8|2|0|2|7|The aircraft was not able to lift off during takeoff overshot the runway and crashed into a house bursting into flames|
1973-07-04|nan|Russia|Aeroflot||Yuzhno Shakhtyorsk|Ilyushin||18|13|5|18|13|5|0|Controlled flight into terrain 53 km south of Shakhtyorsk The crew descended below a safe altitude during the approach|
1973-07-09|19:53|Russia|Aeroflot|5385|Kuibyshev  Simferopol|Tupolev||61|54|7|2|2|0|0|Made a forced landing after experiencing engine failure Complete destruction of turbine and due to a design and manufacturing defect|
1973-07-11|14:03|France|Varig|820|Rio  de Janerio  Paris|Boeing||134|117|17|123|116|7|0|Fire aboard the aircraft in the aft right toilet was reported and an emergency descent made The plane was heavily damaged by fire before fire fighters could rescue passengers Most fatalities were due to CO before rescuers could reach passengers The fire started in the aft right toilet either from an electrical short or discarded cigarette|
1973-07-22|22:07|other|Pan American World Airways|816|Auckland NZ  Papeete Tahiti  Honolulu  Los Angeles|Boeing||79|69|10|78|68|10|0|The aircraft crashed 30 seconds after takeoff from Faaa Airport into the ocean Cause unknown  It is possible an instrument failure diverted the crews attention during a turn The aircraft was named Clipper Winged Racer|
1973-07-23|16:43|other|Ozark Air Lines|809|Marion IL  St Louis|other||44|41|3|38|37|1|0|The aircraft crashed after attempting to land in thunderstorms with heavy rain and high winds After passing the outer marker the aircraft descended below the glide slope entered an area of heavy rain was struck by lightning and crashed into the ground short of the runway The aircrafts encounter with a downdraft following the captains decision to initiate and continue an instrument approach into a thunderstorm Lack of a timely issuance of a severe weather warning by the National Weather Service|
1973-07-24|07:08|other|Air Hawaii||Honolulu  Lihue|other||5|4|1|5|4|1|0|The plane experienced engine faiure while taking off and crashed into the ocean Fuel starvation Rear auxillary tanks not serviced Overloaded improper center of gravity|
1973-07-31|10:08|other|Delta Air Lines|723|Burlilngton VT   Boston MA|McDonnell Douglas||89|83|6|89|83|6|0|The flight crashed into a seawall during ILS approach in adverse weather conditions The failure of the flightcrew to monitor altitude and to recognize passage of the aircraft through the approach decision height during an unstabilized precision approach conducted in rapidly changing meteorological conditions Poor positioning of the aircraft for an approach by ATC Questionable information presented by the flight director|
1973-08-13|11:40|Spain|Aviaco Condor|118|Madrid  La Corua|other||85|79|6|85|79|6|1|The aircraft experienced two missing landing attempts On the third try the crew tried to descent below minimum safe altitude to make visual contact with the ground The right wing clipped trees and the aircraft crashed about 2 m from the runway Attempting to land in meteorological conditions that were below minima|
1973-08-15|14:50|Haiti|Private||Port Au Prince  Cap Haitien|other||10|9|1|10|9|1|0|While flying too low the plane struck a mountain shrouded in clouds and located in Dondon 21 km south of the airport Controlled flight into terrain|
1973-08-18|18:51|Azerbaijan|Aeroflot|A-13|Baku  Aktau|Antonov||64|60|4|56|54|2|0|Crashed after after attemping a return to the airport for an emergency landing Left engine failure|
1973-08-22|11:40|Colombia|AVIANCA||Villavicencio  El Yopal|McDonnell Douglas||17|14|3|16|13|3|0|Struck a hill in heavy fog Flying VFR in IFR conditions|
1973-08-27|12:45|Colombia|Aerocondor Colombia||Bogota  Cartagena|Lockheed Martin||42|36|6|42|36|6|0|Crashed into El Cable Mountain after taking off in fog Crew failed to follow departure procedures|
1973-08-28|21:45|Spain|Military  US Air Force||Athens  Madrid|Lockheed Martin||25|17|8|24|17|7|0|The aircraft was cleared to 5000 ft but descended to 3000 ft The plane hit a ridge became airborne rolled over and crashed inverted into a ravine The flying crew failed to follow approach procedures and descended to an unsafe altitude following a misinterpretation of the ATC clearance A lack of crew coordination a wrong planned approach and crew fatigue|
1973-08-28|20:50|other|Trans World Airlines|742|Honolulu  Los Angeles|Boeing||149|141|8|1|1|0|0|The plane porpoised while descending to LAX The aircraft was subjected to 2 minutes of peak acceleration forces of 24 g  A combination of design tolerances in the aircrafts longitudinal control system which under certain conditions produced a critical relationship between control forces and aircraft response|
1973-09-08|05:42|other|World Airways||Travis  Cold Bay  Yokota  Clark|McDonnell Douglas||6|3|3|6|3|3|0|Hit mountain at 3500 ft in level flight 155 miles east of airport in fog Improper IFR operation  Descended below MSA in mountainous terrain The captains deviation from approved instrument approach procedures As a result of the deviation the flight descended into an area of unreliable navigation signals and obstructing terrain|
1973-09-11|nan|other|JAT Yugoslav Airlines||Skopje  Titograd|other||41|35|6|41|35|6|0|The aircraft struck Moganik Mountain at 6300 ft while descending Controlled flight into terrain|
1973-09-20|22:45|other|Private Charter|-|Natchitoches La  Dallas TX|Beechcraft||6|5|1|6|5|1|0|The plane crashed into a tree 200 yards past the end of the runway while taking off  from Natchitoches Louisiana Municipal Airport A witness to the crash reported that the plane never seemed to gain any altitude It scraped the top of a pecan tree catching a wing and crashed to the ground Pilot failed to seeavoid objects obstructions Pilot had severe coronary artery disease Ran 3 miles from motel to airport  May have had a heart attack Singer Jim Croce 30 killed  Also killed were accompanist Maurice Muehleisen publicist Kenny Cortese road manager Dennis Rast comedian George Stevens and pilot Robert Elliot Croces company had just completed a performance before a crowd of 2000 at Northwest State University|
1973-09-27|19:52|other|Texas International Airlines|655|Memphis  El Dorado  Texarkana  Dallas|Convair||11|8|3|11|8|3|0|The aircraft flew100 miles off course and struck Black Fork Mountain 600 feet below the summit of the peak 91 miles North of Texarkana Heavy thunderstorms were in the area at the time The captains attempt to operate the flight under VFR at night without using all the navigational aids and information available to him and his deviation from the preplanned route without adequate positioning information|
1973-09-30|nan|Brazil|Aeronorte||Itaituba  Jacareacanga|McDonnell Douglas||9|5|4|9|5|4|0|The crew started the takeoff roll at a point 200m down the runway with a runway distance remaining of 1080m After taking off the DC3 climbed slowly entered a right turn stalled and crashed in flames  Power loss on one or both engines due to maintenance deficiencies or fuel contamination|
1973-09-30|20:37|Russia|Aeroflot|3932|Sverdlovsk  Omsk|Tupolev||108|100|8|108|100|8|0|The aircraft crashed shortly after takeoff while on a goaround After reaching an altitude of 1200 ft the aircraft banked to the left which steepened until the plane began to descend and finally crashed Malfunctioning artificial horizon|
1973-10-02|23:36|Russia|Aeroflot|3932|Yakutsk  Magadan|Antonov||10|8|2|10|8|2|0|The cargo plane struck high ground after going off course during a goaround Crew error|
1973-10-13|20:18|Russia|Aeroflot|964|Tbilisi  Moscow|Tupolev||122|114|8|122|114|8|0|After making a right turn the aircraft plunged to earth from 1500 ft  Electrical failure of the compass and main gyro|
1973-10-23|08:50|Brazil|VASP||Rio de Janeiro  Belo Horizonte|other||65|60|5|8|8|0|0|The takeoff from Santos Dumont airport was aborted after a loss of power occurred before the V1 speed was reached Due to poor braking action emergency brakes were applied The pilotincommand retracted the landing gear after it was apparent an overrun was imminent The aircraft slid into Guanabara Bay|
1973-11-02|nan|Colombia|Lineas Areas La Urraca||Arauca  Cucuta|Handley Page||16|12|4|6|3|3|0|The aircraft crashed after diverting to Villavicencio after experiencing hydraulic problems and having to feather the No 1engine|
1973-11-03|09:39|other|Pan American World Airways|160|New York City  Prestwick|Boeing||3|0|3|3|0|3|0|Smoke in the cockpit and uncontrollable fire in the cargo plane caused by spillage of nitric acid on sawdust packing in the cargo hold The aircraft was named Clipper Titian|
1973-11-03|16:40|Mexico|National Airlines|27|Miami FL  San Francisco CA|McDonnell Douglas||128|116|12|1|1|0|0|Overspeeding of the starboard engine caused the engine to disintegrate Pieces struck the fuselage breaking a window causing rapid explosive decompression and a passenger Mr Gardner sitting in seat 17H was sucked out of the plane  The plane landed safely His body was found two years later The captain and flight engineer were experimenting with the autothrottle system by tripping the circuit breakers which supplied the instruments which measured the rotational speed of each engines low pressure compressor This led to engine overspeeding and destruction of the engine|
1973-11-17|02:00|Vietnam|Air Vietnam South Vietnam||on  Quang Ngai|McDonnell Douglas||27|24|3|27|24|3|0|Flew into a mountain while en route Flying under VFR in IFR conditons|
